Overlap,Num,Method
25,0,XTREE
25,190,ALVES
25,190,SHATW
25,194,OLIVE
50,7,XTREE
50,3,ALVES
50,7,SHATW
50,1,OLIVE
75,6,XTREE
75,5,ALVES
75,0,SHATW
75,0,OLIVE
100,185,XTREE
100,0,ALVES
100,0,SHATW
100,1,OLIVE
25,0,XTREE
25,188,ALVES
25,192,SHATW
25,187,OLIVE
50,8,XTREE
50,3,ALVES
50,5,SHATW
50,2,OLIVE
75,7,XTREE
75,7,ALVES
75,0,SHATW
75,1,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,6,OLIVE
25,0,XTREE
25,188,ALVES
25,190,SHATW
25,190,OLIVE
50,8,XTREE
50,4,ALVES
50,7,SHATW
50,1,OLIVE
75,7,XTREE
75,6,ALVES
75,0,SHATW
75,0,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,5,OLIVE
25,0,XTREE
25,188,ALVES
25,188,SHATW
25,184,OLIVE
50,7,XTREE
50,4,ALVES
50,9,SHATW
50,1,OLIVE
75,6,XTREE
75,7,ALVES
75,0,SHATW
75,3,OLIVE
100,185,XTREE
100,0,ALVES
100,0,SHATW
100,10,OLIVE
25,17,XTREE
25,187,ALVES
25,196,SHATW
25,185,OLIVE
50,4,XTREE
50,4,ALVES
50,6,SHATW
50,2,OLIVE
75,4,XTREE
75,7,ALVES
75,0,SHATW
75,2,OLIVE
100,172,XTREE
100,0,ALVES
100,0,SHATW
100,9,OLIVE
25,17,XTREE
25,191,ALVES
25,191,SHATW
25,190,OLIVE
50,4,XTREE
50,3,ALVES
50,7,SHATW
50,2,OLIVE
75,4,XTREE
75,4,ALVES
75,0,SHATW
75,0,OLIVE
100,172,XTREE
100,0,ALVES
100,0,SHATW
100,4,OLIVE
25,0,XTREE
25,187,ALVES
25,190,SHATW
25,188,OLIVE
50,8,XTREE
50,4,ALVES
50,7,SHATW
50,2,OLIVE
75,7,XTREE
75,7,ALVES
75,0,SHATW
75,2,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,5,OLIVE
25,0,XTREE
25,188,ALVES
25,190,SHATW
25,190,OLIVE
50,7,XTREE
50,3,ALVES
50,7,SHATW
50,0,OLIVE
75,8,XTREE
75,7,ALVES
75,0,SHATW
75,1,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,5,OLIVE
25,0,XTREE
25,189,ALVES
25,190,SHATW
25,188,OLIVE
50,8,XTREE
50,1,ALVES
50,7,SHATW
50,0,OLIVE
75,6,XTREE
75,6,ALVES
75,0,SHATW
75,1,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,7,OLIVE
25,0,XTREE
25,186,ALVES
25,186,SHATW
25,189,OLIVE
50,7,XTREE
50,5,ALVES
50,13,SHATW
50,4,OLIVE
75,6,XTREE
75,7,ALVES
75,0,SHATW
75,1,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,3,OLIVE
25,0,XTREE
25,189,ALVES
25,190,SHATW
25,186,OLIVE
50,6,XTREE
50,4,ALVES
50,7,SHATW
50,3,OLIVE
75,6,XTREE
75,5,ALVES
75,0,SHATW
75,0,OLIVE
100,185,XTREE
100,0,ALVES
100,0,SHATW
100,7,OLIVE
25,0,XTREE
25,186,ALVES
25,188,SHATW
25,185,OLIVE
50,7,XTREE
50,4,ALVES
50,10,SHATW
50,3,OLIVE
75,7,XTREE
75,9,ALVES
75,0,SHATW
75,2,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,8,OLIVE
25,0,XTREE
25,189,ALVES
25,196,SHATW
25,186,OLIVE
50,8,XTREE
50,4,ALVES
50,4,SHATW
50,2,OLIVE
75,6,XTREE
75,5,ALVES
75,0,SHATW
75,3,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,7,OLIVE
25,0,XTREE
25,191,ALVES
25,196,SHATW
25,187,OLIVE
50,8,XTREE
50,3,ALVES
50,4,SHATW
50,3,OLIVE
75,5,XTREE
75,3,ALVES
75,0,SHATW
75,3,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,5,OLIVE
25,0,XTREE
25,190,ALVES
25,196,SHATW
25,185,OLIVE
50,7,XTREE
50,4,ALVES
50,3,SHATW
50,3,OLIVE
75,6,XTREE
75,4,ALVES
75,0,SHATW
75,2,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,8,OLIVE
25,1,XTREE
25,189,ALVES
25,190,SHATW
25,189,OLIVE
50,8,XTREE
50,5,ALVES
50,6,SHATW
50,2,OLIVE
75,5,XTREE
75,6,ALVES
75,0,SHATW
75,1,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,5,OLIVE
25,0,XTREE
25,188,ALVES
25,196,SHATW
25,185,OLIVE
50,8,XTREE
50,5,ALVES
50,4,SHATW
50,3,OLIVE
75,7,XTREE
75,5,ALVES
75,0,SHATW
75,1,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,8,OLIVE
25,17,XTREE
25,184,ALVES
25,193,SHATW
25,184,OLIVE
50,4,XTREE
50,7,ALVES
50,3,SHATW
50,4,OLIVE
75,4,XTREE
75,9,ALVES
75,0,SHATW
75,2,OLIVE
100,172,XTREE
100,0,ALVES
100,0,SHATW
100,7,OLIVE
25,17,XTREE
25,190,ALVES
25,192,SHATW
25,190,OLIVE
50,4,XTREE
50,3,ALVES
50,4,SHATW
50,1,OLIVE
75,4,XTREE
75,5,ALVES
75,0,SHATW
75,1,OLIVE
100,172,XTREE
100,0,ALVES
100,0,SHATW
100,5,OLIVE
25,0,XTREE
25,186,ALVES
25,189,SHATW
25,190,OLIVE
50,8,XTREE
50,3,ALVES
50,9,SHATW
50,1,OLIVE
75,5,XTREE
75,9,ALVES
75,0,SHATW
75,1,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,5,OLIVE
25,0,XTREE
25,188,ALVES
25,188,SHATW
25,185,OLIVE
50,8,XTREE
50,4,ALVES
50,8,SHATW
50,1,OLIVE
75,6,XTREE
75,6,ALVES
75,0,SHATW
75,2,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,9,OLIVE
25,0,XTREE
25,192,ALVES
25,193,SHATW
25,188,OLIVE
50,9,XTREE
50,1,ALVES
50,3,SHATW
50,1,OLIVE
75,18,XTREE
75,3,ALVES
75,0,SHATW
75,1,OLIVE
100,175,XTREE
100,0,ALVES
100,0,SHATW
100,6,OLIVE
25,0,XTREE
25,191,ALVES
25,191,SHATW
25,190,OLIVE
50,8,XTREE
50,2,ALVES
50,6,SHATW
50,0,OLIVE
75,6,XTREE
75,4,ALVES
75,0,SHATW
75,1,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,5,OLIVE
25,0,XTREE
25,185,ALVES
25,190,SHATW
25,187,OLIVE
50,8,XTREE
50,3,ALVES
50,8,SHATW
50,1,OLIVE
75,7,XTREE
75,9,ALVES
75,0,SHATW
75,1,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,7,OLIVE
25,0,XTREE
25,190,ALVES
25,190,SHATW
25,190,OLIVE
50,6,XTREE
50,3,ALVES
50,6,SHATW
50,2,OLIVE
75,6,XTREE
75,5,ALVES
75,0,SHATW
75,1,OLIVE
100,185,XTREE
100,0,ALVES
100,0,SHATW
100,4,OLIVE
25,0,XTREE
25,187,ALVES
25,196,SHATW
25,185,OLIVE
50,8,XTREE
50,3,ALVES
50,4,SHATW
50,4,OLIVE
75,5,XTREE
75,7,ALVES
75,0,SHATW
75,2,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,6,OLIVE
25,17,XTREE
25,188,ALVES
25,192,SHATW
25,188,OLIVE
50,4,XTREE
50,5,ALVES
50,6,SHATW
50,0,OLIVE
75,4,XTREE
75,6,ALVES
75,0,SHATW
75,1,OLIVE
100,172,XTREE
100,0,ALVES
100,0,SHATW
100,7,OLIVE
25,0,XTREE
25,189,ALVES
25,190,SHATW
25,188,OLIVE
50,8,XTREE
50,1,ALVES
50,6,SHATW
50,2,OLIVE
75,5,XTREE
75,7,ALVES
75,0,SHATW
75,2,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,6,OLIVE
25,0,XTREE
25,190,ALVES
25,188,SHATW
25,185,OLIVE
50,6,XTREE
50,1,ALVES
50,10,SHATW
50,2,OLIVE
75,6,XTREE
75,5,ALVES
75,0,SHATW
75,2,OLIVE
100,185,XTREE
100,0,ALVES
100,0,SHATW
100,8,OLIVE
25,0,XTREE
25,188,ALVES
25,193,SHATW
25,187,OLIVE
50,7,XTREE
50,3,ALVES
50,6,SHATW
50,1,OLIVE
75,8,XTREE
75,6,ALVES
75,0,SHATW
75,0,OLIVE
100,184,XTREE
100,0,ALVES
100,0,SHATW
100,8,OLIVE
