Overlap,Num,Method
25,0,XTREE
25,0,ALVES
25,2,SHATW
25,0,OLIVE
50,0,XTREE
50,0,ALVES
50,8,SHATW
50,0,OLIVE
75,1,XTREE
75,5,ALVES
75,0,SHATW
75,1,OLIVE
100,85,XTREE
100,0,ALVES
100,0,SHATW
100,8,OLIVE
25,0,XTREE
25,0,ALVES
25,1,SHATW
25,0,OLIVE
50,0,XTREE
50,0,ALVES
50,6,SHATW
50,0,OLIVE
75,4,XTREE
75,6,ALVES
75,0,SHATW
75,0,OLIVE
100,82,XTREE
100,0,ALVES
100,0,SHATW
100,9,OLIVE
25,0,XTREE
25,0,ALVES
25,0,SHATW
25,0,OLIVE
50,0,XTREE
50,0,ALVES
50,8,SHATW
50,0,OLIVE
75,2,XTREE
75,8,ALVES
75,0,SHATW
75,0,OLIVE
100,84,XTREE
100,1,ALVES
100,0,SHATW
100,5,OLIVE
25,0,XTREE
25,0,ALVES
25,3,SHATW
25,0,OLIVE
50,0,XTREE
50,0,ALVES
50,5,SHATW
50,0,OLIVE
75,3,XTREE
75,9,ALVES
75,0,SHATW
75,0,OLIVE
100,83,XTREE
100,1,ALVES
100,0,SHATW
100,6,OLIVE
25,0,XTREE
25,0,ALVES
25,8,SHATW
25,0,OLIVE
50,0,XTREE
50,0,ALVES
50,0,SHATW
50,0,OLIVE
75,0,XTREE
75,3,ALVES
75,0,SHATW
75,0,OLIVE
100,75,XTREE
100,0,ALVES
100,0,SHATW
100,6,OLIVE
25,0,XTREE
25,0,ALVES
25,1,SHATW
25,0,OLIVE
50,0,XTREE
50,0,ALVES
50,7,SHATW
50,0,OLIVE
75,0,XTREE
75,9,ALVES
75,0,SHATW
75,1,OLIVE
100,72,XTREE
100,1,ALVES
100,0,SHATW
100,7,OLIVE
25,0,XTREE
25,0,ALVES
25,1,SHATW
25,0,OLIVE
50,0,XTREE
50,0,ALVES
50,5,SHATW
50,0,OLIVE
75,3,XTREE
75,9,ALVES
75,0,SHATW
75,1,OLIVE
100,83,XTREE
100,0,ALVES
100,0,SHATW
100,9,OLIVE
25,0,XTREE
25,0,ALVES
25,2,SHATW
25,0,OLIVE
50,0,XTREE
50,0,ALVES
50,4,SHATW
50,0,OLIVE
75,4,XTREE
75,5,ALVES
75,0,SHATW
75,1,OLIVE
100,82,XTREE
100,1,ALVES
100,0,SHATW
100,9,OLIVE
25,0,XTREE
25,0,ALVES
25,2,SHATW
25,0,OLIVE
50,0,XTREE
50,0,ALVES
50,4,SHATW
50,0,OLIVE
75,1,XTREE
75,10,ALVES
75,0,SHATW
75,1,OLIVE
100,85,XTREE
100,1,ALVES
100,0,SHATW
100,6,OLIVE
25,0,XTREE
25,0,ALVES
25,2,SHATW
25,0,OLIVE
50,0,XTREE
